,North,South,East,West,Central,OverallReading
12:00pm,110,100,96,108,93,93-110
1:00pm,110,100,96,108,93,93-110
2:00pm,109,98,95,108,92,92-109
3:00pm,107,97,93,106,90,90-107
4:00pm,104,95,92,105,88,88-105
5:00pm,102,91,89,102,85,85-102
6:00pm,97,86,84,96,81,81-97
7:00pm,92,83,80,90,78,78-92
8:00pm,88,79,77,85,75,75-88
9:00pm,84,76,76,81,73,73-84
10:00pm,82,75,76,80,73,73-82
11:00pm,81,74,73,81,72,72-81
12:00am,80,72,71,80,70,70-80
27/9/2015
1:00am,78,70,70,78,68,68-78
2:00am,77,70,69,77,67,67-77
3:00am,75,69,68,77,66,66-77
4:00am,74,69,68,77,66,66-77
5:00am,74,69,67,76,65,65-76
6:00am,73,69,67,76,65,65-76
7:00am,73,69,67,75,64,64-75
8:00am,73,69,67,75,64,64-75
9:00am,72,69,67,75,64,64-75
10:00am,71,70,68,75,65,65-75
11:00am,70,70,68,75,65,65-75
12:00pm,70,71,69,76,66,66-76
1:00pm,72,72,71,78,67,67-78
2:00pm,74,75,72,81,70,70-81
3:00pm,77,77,75,83,72,72-83
4:00pm,79,79,77,85,74,74-85
5:00pm,82,84,80,89,78,78-89
6:00pm,87,88,84,92,82,82-92
7:00pm,91,92,87,94,85,85-94
8:00pm,95,96,90,95,87,87-96
9:00pm,98,98,92,97,89,89-98
10:00pm,101,103,93,99,91,91-103
11:00pm,104,108,95,104,96,95-108
12:00am,108,113,97,108,102,97-113
28/9/2015
1:00am,113,115,100,112,105,100-115
2:00am,118,119,104,116,106,104-119
3:00am,122,121,106,118,108,106-122
4:00am,123,122,107,121,110,107-123
5:00am,125,124,109,124,111,109-125
6:00am,128,125,110,128,113,110-128
7:00am,131,127,112,131,114,112-131
8:00am,134,129,114,134,116,114-134
9:00am,137,132,118,138,118,118-138
10:00am,139,136,122,142,121,121-142
11:00am,142,139,126,145,124,124-145
12:00pm,145,141,128,150,126,126-150
1:00pm,147,143,130,155,127,127-155
2:00pm,150,145,131,163,128,128-163
3:00pm,153,149,133,169,130,130-169
4:00pm,160,153,135,178,135,135-178
5:00pm,167,156,138,185,139,138-185
6:00pm,172,162,138,192,143,138-192
7:00pm,176,163,138,197,142,138-197
8:00pm,175,164,140,196,142,140-196
9:00pm,172,166,139,195,145,139-195
10:00pm,171,165,142,196,143,142-196
11:00pm,169,163,145,195,141,141-195
12:00am,168,163,148,195,138,138-195
29/9/2015
1:00am,165,165,150,195,138,138-195
2:00am,164,167,152,196,139,139-196
3:00am,164,169,155,199,141,141-199
4:00am,165,173,158,203,142,142-203
5:00am,166,176,161,204,145,145-204
6:00am,166,179,165,205,147,147-205
7:00am,167,182,168,207,149,149-207
8:00am,168,185,169,209,151,151-209
9:00am,168,188,171,210,153,153-210
10:00am,169,188,172,212,153,153-212
11:00am,170,192,177,213,157,157-213
12:00pm,172,198,183,214,162,162-214
1:00pm,176,202,189,213,167,167-213
2:00pm,178,207,193,212,170,170-212
3:00pm,179,209,197,210,172,172-210
4:00pm,177,208,201,208,171,171-208
5:00pm,172,208,201,204,169,169-208
6:00pm,167,203,203,201,164,164-203
7:00pm,162,202,203,199,163,162-203
8:00pm,164,201,204,203,163,163-204
9:00pm,169,199,205,205,161,161-205
10:00pm,172,199,203,204,163,163-204
11:00pm,173,198,201,202,163,163-202
12:00am,173,196,198,200,163,163-200
30/9/2015
1:00am,172,194,196,197,162,162-197
2:00am,171,191,193,195,161,161-195
3:00am,171,188,190,192,159,159-192
4:00am,170,185,187,189,158,158-189
5:00am,171,182,184,189,155,155-189
6:00am,171,179,180,188,154,154-188
7:00am,168,177,178,188,151,151-188
8:00am,165,174,176,184,148,148-184
9:00am,162,171,173,179,144,144-179
10:00am,159,168,170,175,141,141-175
11:00am,156,163,165,172,136,136-172
12:00pm,153,160,160,169,131,131-169
1:00pm,150,156,156,166,128,128-166
2:00pm,149,154,154,165,126,126-165
3:00pm,148,153,154,165,125,125-165
4:00pm,149,156,154,163,126,126-163
5:00pm,148,153,148,162,125,125-162
6:00pm,148,151,145,160,125,125-160
7:00pm,149,154,146,160,127,127-160
8:00pm,149,156,146,159,128,128-159
9:00pm,148,158,148,158,129,129-158
10:00pm,148,160,151,157,130,130-160
11:00pm,150,163,154,158,132,132-163
12:00am,152,166,156,160,133,133-166
1/10/2015
1:00am,155,169,159,162,135,135-169
2:00am,157,173,163,164,138,138-173
3:00am,158,177,167,167,141,141-177
4:00am,159,181,171,168,143,143-181
5:00am,159,186,175,168,146,146-186
6:00am,160,190,179,167,148,148-190
7:00am,163,193,181,167,150,150-193
8:00am,165,195,182,169,152,152-195
9:00am,169,197,184,174,154,154-197
10:00am,172,199,185,177,155,155-199
11:00am,173,200,185,178,157,157-200
12:00pm,175,201,186,180,158,158-201
1:00pm,175,202,187,180,159,159-202
2:00pm,175,202,186,180,159,159-202
3:00pm,175,199,183,178,157,157-199
4:00pm,174,196,181,177,155,155-196
5:00pm,173,198,185,176,155,155-198
6:00pm,173,199,186,176,155,155-199
7:00pm,171,197,185,175,154,154-197
8:00pm,170,193,183,173,151,151-193
9:00pm,168,190,181,174,149,149-190
10:00pm,166,188,178,174,147,147-188
11:00pm,163,185,175,173,145,145-185
12:00am,160,182,173,171,143,143-182
2/10/2015
1:00am,158,178,170,169,140,140-178
2:00am,155,174,166,167,137,137-174
3:00am,153,170,162,166,134,134-170
4:00am,151,166,157,165,131,131-166
5:00am,148,161,154,164,128,128-164
6:00am,146,157,151,163,126,126-163
7:00am,142,152,146,159,122,122-159
8:00am,139,149,143,157,120,120-157
9:00am,138,146,141,154,118,118-154
10:00am,135,144,139,152,117,117-152
11:00am,133,142,137,149,115,115-149
12:00pm,130,140,134,145,113,113-145
1:00pm,128,137,131,142,111,111-142
2:00pm,125,134,129,139,109,109-139
3:00pm,123,132,126,138,106,106-138
4:00pm,121,129,124,134,104,104-134
5:00pm,120,125,122,132,102,102-132
6:00pm,119,122,120,130,100,100-130
7:00pm,118,120,117,129,99,99-129
8:00pm,116,120,115,130,99,99-130
9:00pm,115,119,113,133,99,99-133
10:00pm,116,120,113,133,100,100-133
11:00pm,117,121,113,134,102,102-134
12:00am,118,122,114,135,103,103-135
3/10/2015
1:00am,120,124,115,136,104,104-136
2:00am,122,127,116,137,106,106-137
3:00am,124,129,118,138,107,107-138
4:00am,127,132,121,138,109,109-138
5:00am,129,135,124,139,111,111-139
6:00am,131,139,127,140,114,114-140
7:00am,134,144,133,144,117,117-144
8:00am,138,149,137,146,120,120-149
9:00am,139,153,141,150,123,123-153
10:00am,143,156,143,153,125,125-156
11:00am,146,159,146,157,127,127-159
12:00pm,150,161,147,160,128,128-161
1:00pm,152,162,147,164,130,130-164
2:00pm,152,163,147,168,131,131-168
3:00pm,152,166,148,171,133,133-171
4:00pm,152,170,150,176,138,138-176
5:00pm,156,176,156,182,144,144-182
6:00pm,161,182,162,188,149,149-188
7:00pm,166,186,166,191,152,152-191
8:00pm,169,186,167,191,152,152-191
9:00pm,171,186,168,187,152,152-187
10:00pm,170,184,166,187,151,151-187
11:00pm,168,180,164,185,149,149-185
12:00am,165,177,161,181,146,146-181
4/10/2015
1:00am,161,174,158,178,144,144-178
2:00am,157,169,155,174,141,141-174
3:00am,153,165,151,171,138,138-171
4:00am,149,160,147,168,135,135-168
5:00am,145,155,142,164,131,131-164
6:00am,141,150,137,160,128,128-160
7:00am,138,145,132,156,125,125-156
8:00am,135,140,128,152,122,122-152
9:00am,132,134,123,148,119,119-148
10:00am,128,129,119,143,116,116-143
11:00am,123,124,115,138,112,112-138
12:00pm,120,120,112,133,110,110-133
1:00pm,116,117,109,127,106,106-127
2:00pm,113,114,108,121,104,104-121
3:00pm,110,110,105,114,100,100-114
4:00pm,108,104,101,107,93,93-108
5:00pm,103,96,94,97,87,87-103
6:00pm,98,90,88,90,81,81-98
7:00pm,94,87,84,86,79,79-94
8:00pm,92,87,83,85,78,78-92
9:00pm,91,87,83,85,77,77-91
10:00pm,90,87,85,86,78,78-90
11:00pm,91,88,86,86,78,78-91
12:00am,93,89,86,86,79,79-93
5/10/2015
1:00am,94,90,87,87,80,80-94
2:00am,95,91,88,88,81,81-95
3:00am,96,93,91,89,82,82-96
4:00am,97,96,95,91,84,84-97
5:00am,99,99,99,92,86,86-99
6:00am,101,103,103,93,89,89-103
7:00am,103,106,107,95,92,92-107
8:00am,104,110,109,96,94,94-110
9:00am,106,114,113,97,98,97-114
10:00am,108,118,117,99,102,99-118
11:00am,110,123,122,101,106,101-123
12:00pm,112,129,127,105,109,105-129
1:00pm,117,134,131,111,113,111-134
2:00pm,121,138,135,116,116,116-138
3:00pm,123,142,139,121,119,119-142
4:00pm,126,146,143,126,123,123-146
5:00pm,126,150,145,130,123,123-150
6:00pm,124,152,148,132,123,123-152
7:00pm,124,155,151,134,123,123-155
8:00pm,125,157,153,137,125,125-157
9:00pm,126,159,155,141,127,126-159
10:00pm,129,162,157,142,129,129-162
11:00pm,131,165,160,145,130,130-165
12:00am,135,168,164,148,133,133-168
6/10/2015
1:00am,139,172,168,150,136,136-172
2:00am,143,175,169,153,138,138-175
3:00am,146,178,170,156,140,140-178
4:00am,148,179,171,160,141,141-179
5:00am,150,181,171,162,142,142-181
6:00am,152,182,172,166,142,142-182
7:00am,154,183,172,169,142,142-183
8:00am,155,184,172,172,141,141-184
9:00am,156,184,172,175,141,141-184
10:00am,157,183,172,178,141,141-183
11:00am,158,183,172,180,140,140-183
12:00pm,160,182,171,181,139,139-182
1:00pm,159,182,170,180,140,140-182
2:00pm,159,181,169,180,140,140-181
3:00pm,158,179,168,179,138,138-179
4:00pm,157,176,167,174,136,136-176
5:00pm,156,175,166,170,135,135-175
6:00pm,158,173,163,169,136,136-173
7:00pm,158,171,162,167,136,136-171
8:00pm,156,170,161,165,135,135-170
9:00pm,155,169,161,164,134,134-169
10:00pm,153,168,159,163,133,133-168
11:00pm,151,167,157,162,132,132-167
12:00am,150,165,155,160,130,130-165
7/10/2015
1:00am,147,163,153,159,129,129-163
2:00am,145,161,153,158,128,128-161
3:00am,143,159,152,156,127,127-159
4:00am,141,157,150,154,126,126-157
5:00am,139,155,148,152,124,124-155
6:00am,138,152,146,150,123,123-152
7:00am,136,150,143,146,122,122-150
8:00am,132,146,140,143,120,120-146
9:00am,128,141,136,139,116,116-141
10:00am,124,136,131,134,113,113-136
11:00am,121,132,126,129,109,109-132
12:00pm,116,130,122,124,106,106-130
1:00pm,112,126,118,119,102,102-126
2:00pm,109,121,114,114,97,97-121
3:00pm,106,118,111,110,95,95-118
4:00pm,103,115,106,110,93,93-115
5:00pm,102,112,104,109,90,90-112
6:00pm,98,110,103,107,88,88-110
7:00pm,95,108,99,105,86,86-108
8:00pm,93,105,96,102,84,84-105
9:00pm,90,102,94,97,82,82-102
10:00pm,89,99,91,94,80,80-99
11:00pm,87,97,89,91,78,78-97
12:00am,85,94,86,89,77,77-94
8/10/2015
1:00am,83,92,84,87,75,75-92
2:00am,81,89,81,84,72,72-89
3:00am,79,87,79,82,71,71-87
4:00am,78,86,77,80,70,70-86
5:00am,77,84,75,78,69,69-84
6:00am,76,83,73,77,68,68-83
7:00am,76,81,73,76,67,67-81
8:00am,77,81,73,75,68,68-81
9:00am,78,83,75,75,69,69-83
10:00am,78,83,75,77,69,69-83
11:00am,79,81,75,77,69,69-81
12:00pm,80,78,74,77,69,69-80
1:00pm,81,78,74,77,69,69-81
2:00pm,80,78,73,77,69,69-80
3:00pm,79,78,73,78,69,69-79
4:00pm,78,78,74,79,69,69-79
5:00pm,77,78,73,79,69,69-79
6:00pm,76,79,73,79,70,70-79
7:00pm,77,79,73,79,70,70-79
8:00pm,78,79,73,80,70,70-80
9:00pm,79,80,74,80,71,71-80
10:00pm,79,81,74,81,72,72-81
11:00pm,78,81,74,82,73,73-82
12:00am,77,82,74,83,73,73-83
9/10/2015
1:00am,77,81,74,84,72,72-84
2:00am,77,81,75,85,73,73-85
3:00am,77,81,75,85,73,73-85
4:00am,77,81,75,86,73,73-86
5:00am,77,81,75,86,74,74-86
6:00am,78,81,75,87,74,74-87
7:00am,78,82,74,87,74,74-87
8:00am,79,81,74,87,74,74-87
9:00am,80,82,74,86,74,74-86
10:00am,79,83,74,86,75,74-86
11:00am,80,85,76,87,76,76-87
12:00pm,81,87,78,89,78,78-89
1:00pm,83,88,81,90,79,79-90
2:00pm,85,90,83,92,80,80-92
3:00pm,87,91,83,93,81,81-93
4:00pm,89,92,84,94,82,82-94
5:00pm,90,92,85,95,83,83-95
6:00pm,92,92,86,95,83,83-95
7:00pm,92,92,87,95,83,83-95
8:00pm,92,92,87,95,83,83-95
9:00pm,91,91,87,94,82,82-94
10:00pm,90,91,87,94,82,82-94
11:00pm,91,90,87,92,82,82-92
12:00am,91,89,87,91,81,81-91
10/10/2015
1:00am,90,90,87,90,82,82-90
2:00am,90,90,88,89,82,82-90
3:00am,90,91,88,89,82,82-91
4:00am,90,91,88,88,82,82-91
5:00am,90,92,89,88,82,82-92
6:00am,89,91,89,87,81,81-91
7:00am,88,91,90,88,82,82-91
8:00am,88,92,90,88,82,82-92
9:00am,87,91,90,89,82,82-91
10:00am,88,91,90,89,82,82-91
11:00am,88,90,90,89,82,82-90
12:00pm,87,90,89,88,81,81-90
1:00pm,85,89,88,88,81,81-89
2:00pm,84,88,88,87,80,80-88
3:00pm,83,87,88,87,80,80-88
4:00pm,83,87,87,86,79,79-87
5:00pm,82,86,87,86,79,79-87
6:00pm,82,87,87,86,79,79-87
7:00pm,82,87,86,87,79,79-87
8:00pm,81,88,85,87,79,79-88
9:00pm,82,88,85,88,80,80-88
10:00pm,82,88,84,89,79,79-89
11:00pm,81,88,84,90,79,79-90
12:00am,81,87,84,90,78,78-90
11/10/2015
1:00am,81,87,83,90,78,78-90
2:00am,81,86,82,90,77,77-90
3:00am,80,85,81,89,76,76-89
4:00am,79,84,81,89,76,76-89
5:00am,79,83,80,88,76,76-88
6:00am,79,83,80,88,75,75-88
7:00am,79,82,80,87,75,75-87
8:00am,79,82,80,87,75,75-87
9:00am,79,82,80,86,75,75-86
10:00am,79,82,80,86,75,75-86
11:00am,79,82,80,86,75,75-86
12:00pm,80,83,80,86,75,75-86
1:00pm,81,83,80,86,75,75-86
2:00pm,82,84,81,86,75,75-86
3:00pm,82,85,81,86,76,76-86
4:00pm,83,86,82,87,77,77-87
5:00pm,83,87,83,88,78,78-88
6:00pm,84,88,85,89,79,79-89
7:00pm,85,89,86,90,80,80-90
8:00pm,87,91,88,91,81,81-91
9:00pm,88,92,89,92,82,82-92
10:00pm,89,93,91,93,84,84-93
11:00pm,90,95,93,95,85,85-95
12:00am,92,98,95,97,87,87-98
12/10/2015
1:00am,94,101,98,98,89,89-101
2:00am,96,104,99,101,91,91-104
3:00am,97,106,102,103,92,92-106
4:00am,99,107,103,105,94,94-107
5:00am,101,108,104,107,95,95-108
6:00am,102,109,105,108,95,95-109
7:00am,103,111,105,110,97,97-111
8:00am,104,112,106,111,97,97-112
9:00am,104,112,106,112,97,97-112
10:00am,104,112,106,112,97,97-112
11:00am,104,112,106,113,97,97-113
12:00pm,103,112,107,113,98,98-113
1:00pm,103,112,107,113,98,98-113
2:00pm,103,112,107,114,98,98-114
3:00pm,103,112,107,115,98,98-115
4:00pm,103,112,107,115,98,98-115
5:00pm,104,113,108,116,98,98-116
6:00pm,104,113,107,116,99,99-116
7:00pm,104,113,107,116,98,98-116
8:00pm,104,113,106,116,98,98-116
9:00pm,104,111,106,117,97,97-117
10:00pm,104,111,105,117,97,97-117
11:00pm,104,112,105,116,97,97-116
12:00am,104,112,104,116,97,97-116
13/10/2015
1:00am,105,111,104,116,97,97-116
2:00am,105,112,105,115,97,97-115
3:00am,104,113,106,116,97,97-116
4:00am,104,114,108,116,98,98-116
5:00am,105,116,109,116,100,100-116
6:00am,106,119,111,117,102,102-119
7:00am,107,121,114,117,103,103-121
8:00am,108,124,117,118,106,106-124
9:00am,109,127,121,119,108,108-127
10:00am,111,131,124,120,110,110-131
11:00am,113,133,127,123,112,112-133
12:00pm,116,135,128,125,114,114-135
1:00pm,118,136,129,126,114,114-136
2:00pm,119,137,130,127,115,115-137
3:00pm,120,137,130,128,115,115-137
4:00pm,121,139,131,129,115,115-139
5:00pm,121,139,131,129,116,116-139
6:00pm,120,139,131,128,116,116-139
7:00pm,120,138,131,128,116,116-138
8:00pm,120,138,132,127,117,117-138
9:00pm,119,138,131,127,117,117-138
10:00pm,120,139,132,127,117,117-139
11:00pm,120,137,131,127,117,117-137
12:00am,119,137,130,127,116,116-137
14/10/2015
1:00am,119,136,130,127,116,116-136
2:00am,119,135,129,126,116,116-135
3:00am,119,134,127,125,115,115-134
4:00am,120,133,125,125,114,114-133
5:00am,119,131,124,124,112,112-131
6:00am,118,129,122,123,111,111-129
7:00am,117,126,119,122,109,109-126
8:00am,117,122,116,121,107,107-122
9:00am,116,119,112,121,105,105-121
10:00am,114,116,109,119,103,103-119
11:00am,111,113,106,117,100,100-117
12:00pm,109,110,103,115,97,97-115
1:00pm,106,108,101,112,96,96-112
2:00pm,104,107,99,110,94,94-110
3:00pm,102,105,98,107,93,93-107
4:00pm,99,103,96,105,92,92-105
5:00pm,98,101,95,103,90,90-103
6:00pm,97,99,94,103,88,88-103
7:00pm,96,99,93,102,88,88-102
8:00pm,95,98,92,101,86,86-101
9:00pm,94,97,91,99,85,85-99
10:00pm,91,96,90,98,84,84-98
11:00pm,89,95,89,97,83,83-97
12:00am,88,94,88,97,83,83-97
15/10/2015
1:00am,87,92,87,96,82,82-96
2:00am,86,91,86,95,81,81-95
3:00am,85,89,85,95,80,80-95
4:00am,83,88,84,94,78,78-94
5:00am,82,87,83,93,77,77-93
6:00am,80,85,82,92,76,76-92
7:00am,79,85,82,91,76,76-91
8:00am,78,84,81,90,75,75-90
9:00am,77,83,80,89,75,75-89
10:00am,76,82,80,88,74,74-88
11:00am,75,82,80,88,73,73-88
12:00pm,75,82,80,88,74,74-88
1:00pm,76,82,80,87,73,73-87
2:00pm,76,82,80,87,73,73-87
3:00pm,77,82,79,88,73,73-88
4:00pm,77,82,79,88,73,73-88
5:00pm,78,81,79,87,73,73-87
6:00pm,78,82,79,87,74,74-87
7:00pm,78,82,79,87,73,73-87
8:00pm,78,82,79,87,73,73-87
9:00pm,79,82,79,88,73,73-88
10:00pm,79,82,79,87,73,73-87
11:00pm,81,83,80,87,74,74-87
12:00am,81,83,80,87,74,74-87
16/10/2015
1:00am,82,84,81,88,75,75-88
2:00am,83,86,83,88,76,76-88
3:00am,84,88,85,88,78,78-88
4:00am,86,89,86,90,79,79-90
5:00am,88,91,88,91,81,81-91
6:00am,90,92,89,92,82,82-92
7:00am,91,94,90,94,83,83-94
8:00am,91,95,91,95,84,84-95
9:00am,92,97,92,96,85,85-97
10:00am,93,98,93,97,86,86-98
11:00am,94,101,95,98,88,88-101
12:00pm,96,103,97,102,90,90-103
1:00pm,98,106,100,104,93,93-106
2:00pm,101,108,103,107,95,95-108
3:00pm,103,109,107,108,98,98-109
4:00pm,106,110,109,110,99,99-110
5:00pm,109,110,110,111,100,100-111
6:00pm,113,110,112,111,102,102-113
7:00pm,115,111,112,112,102,102-115
8:00pm,116,112,112,113,102,102-116
9:00pm,118,112,112,113,102,102-118
10:00pm,119,112,112,113,103,103-119
11:00pm,119,111,111,113,102,102-119
12:00am,118,110,110,112,101,101-118
17/10/2015
1:00am,117,109,109,111,100,100-117
2:00am,115,108,107,110,98,98-115
3:00am,114,107,106,110,97,97-114
4:00am,112,106,105,109,96,96-112
5:00am,111,106,105,108,96,96-111
6:00am,110,106,105,107,96,96-110
7:00am,109,106,105,107,95,95-109
8:00am,109,106,105,107,96,96-109
9:00am,109,107,105,108,96,96-109
10:00am,108,107,105,107,95,95-108
11:00am,107,105,103,106,94,94-107
12:00pm,105,103,99,103,92,92-105
1:00pm,103,101,96,101,89,89-103
2:00pm,100,98,93,98,87,87-100
3:00pm,98,97,89,97,85,85-98
4:00pm,97,97,87,98,84,84-98
5:00pm,95,98,87,97,84,84-98
6:00pm,93,97,86,97,84,84-97
7:00pm,91,96,86,95,83,83-96
8:00pm,90,96,86,95,83,83-96
9:00pm,88,96,85,95,84,84-96
10:00pm,87,97,85,94,84,84-97
11:00pm,87,98,86,95,85,85-98
12:00am,87,99,85,96,85,85-99
18/10/2015
1:00am,87,99,85,97,85,85-99
2:00am,86,98,84,98,85,84-98
3:00am,86,96,84,98,84,84-98
4:00am,85,95,82,97,83,82-97
5:00am,84,93,80,97,81,80-97
6:00am,84,91,78,96,80,78-96
7:00am,84,89,77,94,78,77-94
8:00am,83,87,75,93,77,75-93
9:00am,82,85,74,92,76,74-92
10:00am,82,84,74,91,76,74-91
11:00am,83,86,76,92,78,76-92
12:00pm,86,88,79,95,80,79-95
1:00pm,91,91,82,101,83,82-101
2:00pm,95,94,86,106,86,86-106
3:00pm,100,97,90,109,90,90-109
4:00pm,104,102,93,112,93,93-112
5:00pm,106,105,96,117,96,96-117
6:00pm,110,109,99,122,99,99-122
7:00pm,113,113,103,127,103,103-127
8:00pm,116,117,106,131,107,106-131
9:00pm,120,119,110,134,110,110-134
10:00pm,123,121,112,138,111,111-138
11:00pm,125,124,114,140,113,113-140
12:00am,126,125,116,141,114,114-141
19/10/2015
1:00am,128,128,118,142,116,116-142
2:00am,131,130,120,143,117,117-143
3:00am,133,132,122,144,119,119-144
4:00am,134,134,124,146,120,120-146
5:00am,137,137,126,149,123,123-149
